,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
2747,Jake Paltrow,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,The Good Night ,5.9,commercial|dream|dreaming|girl|new york city,,
2748,Juraj Jakubisko,Biography|Drama|Fantasy|History,Anna Friel,Bathory: Countess of Blood ,6.0,bathory|countess|female protagonist|legend|virgin blood,,
2749,Anthony Silverston,Adventure|Animation|Family,Liam Neeson,Khumba ,5.8,herd|ostrich|waterhole|wildebeest|zebra,,
2750,Gabe Ibáñez,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,Automata ,6.1,child hitman|dystopia|future|robot|self repair,,
2751,Gerry Lively,Action|Adventure|Fantasy,Bruce Payne,Dungeons & Dragons: Wrath of the Dragon God ,4.9,combat|helmet|martial arts|medieval times|violence,,
2753,Tung-Shing Yee,Action|Crime|Drama|Thriller,Bingbing Fan,Shinjuku Incident ,7.1,chinese|gang|gratitude|immigrant|japan,,
2754,Julien Temple,Biography|Drama,Samantha Morton,Pandaemonium ,6.6,betrayal|french revolution|friendship|poet|revolution,,
2755,Harold Ramis,Comedy|Fantasy|Romance,Bill Murray,Groundhog Day ,8.1,cult film|existentialism|groundhog day|time loop|trapped in a time loop,,
2756,Gregory Jacobs,Comedy|Drama|Music,Matt Bomer,Magic Mike XXL ,5.7,male bonding|male friendship|male objectification|muscular|stripper,,
2757,Baz Luhrmann,Drama|Romance,Leonardo DiCaprio,Romeo + Juliet ,6.8,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,,
2758,Gilles Paquet-Brenner,Drama|War,Kristin Scott Thomas,Sarah's Key ,7.5,apartment|escape|jewish family|journalist|key,,
2759,Peter Cousens,Drama|Family|Music,Sharon Leal,Freedom ,6.2,19th century|christian film|hymn|religion|slave,,
2760,Clint Eastwood,Drama|Western,Clint Eastwood,Unforgiven ,8.3,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,,
2761,Lars von Trier,Drama,Bryce Dallas Howard,Manderlay ,7.4,cotton|female frontal nudity|flogging|gangster|slavery,,
2762,Danny Boyle,Drama|Romance,Anil Kapoor,Slumdog Millionaire ,8.0,cheating|falling from height|murder|non professional cast|slum,,
2763,Adrian Lyne,Drama|Romance|Thriller,Fred Gwynne,Fatal Attraction ,6.9,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,,
2764,Garry Marshall,Comedy|Romance,Julia Roberts,Pretty Woman ,6.9,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,,
2766,John Cornell,Action|Adventure|Comedy,Paul Hogan,Crocodile Dundee II ,5.5,australia|australian|crime boss|crocodile|gangster,,
2768,Oliver Stone,Biography|Drama|War,Tom Cruise,Born on the Fourth of July ,7.2,desert|drunkenness|religious mother|strict mother|vietnam war,,
2769,Jon Turteltaub,Adventure|Comedy|Family|Sport,Doug E. Doug,Cool Runnings ,6.9,bobsled|coach|jamaica|olympic games|olympics,,
2770,Patrick Lussier,Horror|Thriller,Jensen Ackles,My Bloody Valentine ,5.5,coma|death|miner|valentine|valentine's day,,
2771,Ole Bornedal,Horror|Thriller,Kyra Sedgwick,The Possession ,5.9,basketball coach|box|jewish|rabbi|yard sale,,
2772,Ted Kotcheff,Action|Adventure|Drama,Sylvester Stallone,First Blood ,7.7,1980s|colonel|deputy|rambo|sheriff,,
2773,Sylvain White,Drama|Music|Romance,Chris Brown,Stomp the Yard ,5.2,atlanta georgia|competition|dancer|death|fraternity,,
2774,Lewis Gilbert,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,The Spy Who Loved Me ,7.1,1970s|cult film|official james bond series|submarine|world war three,,
2776,Jamie Blanks,Horror|Mystery|Thriller,Alicia Witt,Urban Legend ,5.5,campus|death|friend|professor|urban legend,,
2777,Stephen Frears,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,7.7,catholic|corruption|emotional abuse|france|seduction,,
2778,Tyler Perry,Comedy|Drama|Romance,Eddie Cibrian,Good Deeds ,5.4,businessman|fight|mean brother|narrated by character|wordplay in title,,
2779,Randal Kleiser,Adventure|Drama,Seymour Cassel,White Fang ,6.7,alaska|dog|friendship|gold|yukon,,
2780,Bruce McCulloch,Comedy|Romance,Will Ferrell,Superstar ,5.0,dancing|orphan|school|special education|student,,
2781,Phyllida Lloyd,Biography|Drama|History,Meryl Streep,The Iron Lady ,6.4,british prime minister|female prime minister|politics|prime minister|told in flashback,,
2782,Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,Jonah: A VeggieTales Movie ,6.6,anthropomorphism|pirate|pirate ship|tomato|whale,,
2783,John Singleton,Drama|Romance,Janet Jackson,Poetic Justice ,5.9,african american|mail carrier|poetry|postal worker|south central los angeles,,
2784,Kevin Bray,Action|Comedy|Crime|Thriller,Mike Epps,All About the Benjamins ,5.7,black comedy|bounty hunter|diamond|machismo|money,,
2785,Wes Craven,Comedy|Fantasy|Horror|Romance,John Witherspoon,Vampire in Brooklyn ,4.5,blood|destiny|nightmare|partner|vampire,,
2786,John Boorman,Horror,Linda Blair,Exorcist II: The Heretic ,3.7,demon|exorcism|locust|priest|repressed memory,,
2787,Courtney Solomon,Horror|Mystery|Thriller,Sissy Spacek,An American Haunting ,5.0,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,,
2788,David Zucker,Comedy|Romance,Carmen Electra,My Boss's Daughter ,4.6,boss' daughter|crush|house sitter|housesitting|love interest,,
2789,David Twohy,Adventure|Mystery|Thriller,Chris Hemsworth,A Perfect Getaway ,6.5,cliff|hawaii|island|newlywed|waterfall,,
2790,Rick Famuyiwa,Comedy|Romance,America Ferrera,Our Family Wedding ,4.9,california|love|marriage|wedding|wedding dress,,
2791,Alan Cohn,Comedy,Alyson Hannigan,Dead Man on Campus ,6.0,college|college roommate|party|roommate|student,,
2792,Franco Zeffirelli,Comedy|Drama|War,Lily Tomlin,Tea with Mussolini ,6.9,ambassador|american|art|english|italy,,
2793,Tom Holland,Fantasy|Horror,Joe Mantegna,Thinner ,5.7,death|doctor|gypsy|judge|lawyer,,
2794,Martin Scorsese,Drama|Music|Musical|Romance,Robert De Niro,"New York, New York ",6.7,love|musician|saxophonist|singer|songwriter,,
2795,Spike Lee,Comedy|Drama,Alfre Woodard,Crooklyn ,6.9,argument|birthday|bully|coming of age|semi autobiographical,,
2796,Chris Rock,Comedy|Drama|Romance,Steve Buscemi,I Think I Love My Wife ,5.5,banker|investment|investment banker|marriage|sex,,
2797,James Isaac,Action|Horror|Sci-Fi|Thriller,Peter Mensah,Jason X ,4.4,jason voorhees|lake|machete|scientist|slasher,,
2798,Shawn Levy,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,5.4,brunette|film producer|liar|prank|stunt,,
2799,Emilio Estevez,Drama|History,Anthony Hopkins,Bobby ,7.0,campaign|chess|friend|hotel|senator,,
2800,Mark Waters,Comedy|Mystery|Romance,Monica Potter,Head Over Heels ,5.4,apartment|fast motion scene|model|private investigation|suspected murder,,
2801,Josh Schwartz,Adventure|Comedy,Thomas McDonell,Fun Size ,5.4,adult humor|best friend|friend|halloween|teenage girl,,
2802,Julian Schnabel,Biography|Drama,Emmanuelle Seigner,The Diving Bell and the Butterfly ,8.0,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,,
2803,Todd Field,Drama|Romance,Kate Winslet,Little Children ,7.6,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,,
2804,Davis Guggenheim,Drama|Mystery|Thriller,Norman Reedus,Gossip ,5.9,college|college campus|gossip|rape|sex,,
2805,Tony Goldwyn,Drama,Viggo Mortensen,A Walk on the Moon ,6.6,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,,
2806,Phillip Noyce,Biography|Drama|History,Derek Luke,Catch a Fire ,6.7,attack|coach|colonel|jail|oil refinery,,
2807,Stephen Carpenter,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,Soul Survivors ,3.9,car accident|college|ghost|girl in panties|white panties,,
2808,James Ivory,Biography|Drama|History|Romance,Seth Gilliam,Jefferson in Paris ,5.7,18th century|ambassador|french revolution|friendship|thomas jefferson,,
2809,Stephan Elliott,Comedy|Romance,Colin Firth,Easy Virtue ,6.7,estate|female frontal nudity|female nudity|no panties|unhappy marriage,,
2810,James Fargo,Action|Adventure|History,Christopher Lee,Caravans ,6.5,afghanistan|caravan|rebel|russian|tribe,,
2811,Mike Leigh,Biography|Drama|History,Lesley Manville,Mr. Turner ,6.8,prism|rented room|scrofula|sketching|sunrise,,
2812,Alain Resnais,Drama|Romance,Mathieu Amalric,Wild Grass ,6.3,dentist|letter|pilot|skateboard|wallet,,
2813,Costa-Gavras,Biography|Crime|Drama|War,Sebastian Koch,Amen. ,7.3,jesuit|jew|pope|priest|ss,,
2814,Chao-Bin Su,Action,Woo-sung Jung,Reign of Assassins ,6.9,martial arts|sword fight|wuxia,,
2815,Neil Burger,Comedy|Drama|War,John Heard,The Lucky Ones ,7.0,college tuition|guitar|road trip|soldier|stranded,,
2816,Kenneth Lonergan,Drama,Matt Damon,Margaret ,6.5,accident|bus|loss of virginity|new york city|virginity,,
2817,Bo Zenga,Comedy|Horror,Steve Howey,Stan Helsing ,3.6,dollar bill|double entendre|escaped convict|halloween|striptease,,
2818,Rob Reiner,Comedy|Drama|Romance,Madeline Carroll,Flipped ,7.7,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,,
2819,Ang Lee,Drama|Romance,Jake Gyllenhaal,Brokeback Mountain ,7.7,gay relationship|homosexuality|mountain|ranch|rodeo,,
2820,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,5.9,18 wheeler|mutant|ninja|sewer|turtle,,
2821,Amy Heckerling,Comedy|Romance,Donald Faison,Clueless ,6.8,female protagonist|high school|makeover|matchmaker|popularity,,
2822,Todd Haynes,Drama|Romance,Dennis Quaid,Far from Heaven ,7.4,african american|catastrophe|family relationships|farewell scene|therapy,,
2823,Steve Pink,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2 ,5.1,acid trip|gameshow|hot tub|time lord|time machine,,
2825,Philip Kaufman,Biography|Drama,Kate Winslet,Quills ,7.4,asylum|lust|male pubic hair|penis|pubic hair,,
2826,Martin McDonagh,Comedy|Crime,Abbie Cornish,Seven Psychopaths ,7.2,dognapping|gangster|misfiring gun|screenwriter|shih tzu,,
2827,Kasi Lemmons,Crime|Drama|Music|Mystery|Thriller,Colm Feore,The Caveman's Valentine ,6.0,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,,
2829,Oliver Hirschbiegel,Biography|Drama|History|War,Thomas Kretschmann,Downfall ,8.3,bunker|hitler|nazi|no exit|war ruins,,
2830,Alejandro Amenábar,Biography|Drama|Romance,Belén Rueda,The Sea Inside ,8.1,dignity|euthanasia|freedom|lawyer|sailor,,
2831,Jonathan Glazer,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,Under the Skin ,6.3,alien|desire|female nudity|male frontal nudity|scotland,,
2832,Barry Levinson,Biography|Comedy|Drama|War,Robin Williams,"Good Morning, Vietnam ",7.3,disc jockey|friendship|radio|vietnam|vietnamese,,
2833,Hyung-rae Shim,Comedy,Jason Mewes,The Last Godfather ,3.6,mafia|mafia boss|mafiosi|mafioso|three word title,,
2834,Jon M. Chu,Documentary|Music,Usher Raymond,Justin Bieber: Never Say Never ,1.6,boyhood friend|manager|plasma tv|prodigy|star,,
2835,Darren Aronofsky,Drama|Thriller,Natalie Portman,Black Swan ,8.0,ballerina|ballet|fear|female protagonist|madness,,
2836,José Padilha,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,6.2,law enforcement|police|robocop|robot|technology,,
2837,Francis Ford Coppola,Crime|Drama,Robert De Niro,The Godfather: Part II ,9.0,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,,
2838,Thomas Carter,Drama|Music|Romance,Sean Patrick Thomas,Save the Last Dance ,6.1,dance|dancing|ghetto|hip hop|imperative in title,,
2839,Renny Harlin,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,5.7,demon|dream|elm street|freddy krueger|nightmare,,
2840,Patricia Riggen,Drama,Jennifer Garner,Miracles from Heaven ,6.8,child cancer|christian film|christianity|falling into a hole|inspiring,,
2841,Danny Leiner,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car? ",5.5,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,,
2842,Christopher Cain,Action|Crime|Drama|Thriller|Western,Jack Palance,Young Guns ,6.8,army|cattle|deputy|new mexico|rancher,,
2843,Theodore Melfi,Comedy|Drama,Bill Murray,St. Vincent ,7.3,bullying|grumpy old man|school presentation|stroke|stroke recovery,,
2844,Steve Pink,Comedy|Romance,Joe Lo Truglio,About Last Night ,6.1,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,,
2845,Gil Junger,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You ,7.2,dating|protective father|school|shrew|teen movie,,
2846,Ed Decter,Comedy,Zooey Deschanel,The New Guy ,5.9,cheerleader|geek|high school|prison|reference to janet jackson,,
2847,Gene Quintano,Action|Comedy|Crime,Jon Lovitz,Loaded Weapon 1 ,6.1,cookie|detective|microfilm|parody|sergeant,,
2848,Jaume Collet-Serra,Drama|Horror|Thriller,Óscar Jaenada,The Shallows ,6.8,beach|island|mexico|prey|trapped,,
2849,Eric Bress,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect ,7.7,blackout|child pornography|memory|surprise ending|time travel,,
2850,Chris Koch,Adventure|Comedy|Family,Chris Elliott,Snow Day ,4.9,meteorologist|snow|snowed in|snowplow|weather,,
2851,Preston A. Whitmore II,Comedy|Drama|Romance,Mekhi Phifer,This Christmas ,6.1,christmas|family home|musician|piano|secret,,
2852,Bob Clark,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses ,2.5,baby|boy|science|scientist|toddler,,
2853,Kirk Wong,Action|Comedy|Crime|Thriller,Bokeem Woodbine,The Big Hit ,6.1,hitman|kidnapping|kosher|vhs|video store,,
2854,Bronwen Hughes,Comedy|Drama|Family,Gregory Smith,Harriet the Spy ,5.9,binoculars|child spy|notebook|secret|spy,,
2855,John Lafia,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,5.7,boy|doll|foster home|killer doll|serial killer,,
2856,Sam Miller,Crime|Thriller,Leslie Bibb,No Good Deed ,5.6,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,,
2857,Frank Darabont,Horror,Toby Jones,The Mist ,7.2,desperation|fog|giant insect|survival|survival horror,,
2858,Alex Garland,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,Ex Machina ,7.7,artificial intelligence|robot|robot human relationship|turing test|video surveillance,,
2859,Spike Jonze,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich ,7.8,body swap|magical realism|portal|puppeteer|surrealism,,
2860,Mark Brown,Comedy|Romance,Mo'Nique,Two Can Play That Game ,6.1,advice|battle of the sexes|lingerie|romantic rivalry|rule,,
2861,Dave Green,Adventure|Family|Sci-Fi,Teo Halm,Earth to Echo ,5.8,alien|bar|construction worker|no opening credits|no title at beginning,,
2862,John Stockwell,Drama|Romance,Kirsten Dunst,Crazy/Beautiful ,6.5,congressman|high school|latino|pacific palisades|school,,
2863,Clint Eastwood,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,7.9,blood splatter|general|island|japan|world war two,,
2864,Michael Polish,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,6.3,bank|fbi|fuel|rocket|space travel,,
2865,Daisy von Scherler Mayer,Comedy|Romance,LL Cool J,Woo ,3.8,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,,
2866,Lenny Abrahamson,Drama,Joan Allen,Room ,8.3,based on novel|escape|imprisonment|kidnapping|mother son relationship,,
2867,Bob Saget,Comedy,Don Rickles,Dirty Work ,6.4,cult film|gambling debt|job|off screen murder|revenge,,
2868,John Waters,Comedy|Crime|Thriller,Kathleen Turner,Serial Mom ,6.7,dentist|housewife|howie scream|murder|perfection,,
2869,Andrew Fleming,Comedy,Ryan Reynolds,Dick ,6.1,political cover up|political satire|teenage girl|white house|witness,,
2871,Craig Bolotin,Drama|Thriller,Rosario Dawson,Light It Up ,6.0,black cop|die hard scenario|hostage negotiator|police|police brutality,,
2872,Mark Christopher,Drama|Music,Salma Hayek,54 ,5.8,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,,
2873,Blair Hayes,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,5.6,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,,
2874,Jez Butterworth,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,6.1,bank|bank clerk|birthday|mail order bride|russian,,
2875,Jon Lucas,Comedy,Justin Chon,21 & Over ,5.9,21st birthday|college student|drunken man|pubic hair|standing up to father,,
2876,Olivier Assayas,Comedy|Drama|Romance,Steve Buscemi,"Paris, je t'aime ",7.3,baby|divorce|oscar wilde|pigalle|tourist,,
2877,Rod Lurie,Drama|Sport,Harry Lennix,Resurrecting the Champ ,6.8,boxing|colosseum|homeless man|reporter|writer,,
2878,Paul Weitz,Comedy|Drama|Romance,Tina Fey,Admission ,5.7,adoption|female protagonist|princeton university|wedding|working women,,
2879,Patrice Leconte,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre ,7.3,archipelago|guillotine|island|prison|redemption,,
2880,Atom Egoyan,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe ,6.3,bare chested boy|doctor|escort|infidelity|prostitute,,
2881,Paul Mazursky,Comedy|Crime|Drama,Chazz Palminteri,Faithful ,5.9,bathroom|bathtub|female protagonist|flashback|kitchen,,
2882,Jim Sheridan,Drama|Thriller,Natalie Portman,Brothers ,7.1,afghanistan|death of soldier|presumed dead|prisoner|war trauma,,
2883,Sidney Lumet,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty ,7.1,court|drugs|judge|mafia|mobster,,
2884,Stephen Chbosky,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,8.0,coming of age|depression|gay|high school|mental illness,,
2885,Jon Hess,Action,Burt Young,Excessive Force ,5.1,exercise bicycle|face in food|police|police brutality|policeman,,
2886,Douglas McGrath,Biography|Crime|Drama,Toby Jones,Infamous ,7.1,blood|book|cold calculation|murder|writer,,
2887,Michael Winterbottom,Drama|Romance|Western,Milla Jovovich,The Claim ,6.5,gold|gold mine|miner|railroad|surveyor,,
2888,Mark Neveldine,Horror|Thriller,Djimon Hounsou,The Vatican Tapes ,4.5,evil|injury|possession|priest|vatican,,
2889,Joe Cornish,Action|Comedy|Sci-Fi|Thriller,John Boyega,Attack the Block ,6.6,alien|alien invasion|apartment|creature|gang,,
2890,Angelina Jolie Pitt,Drama|Romance|War,Jelena Jovanova,In the Land of Blood and Honey ,4.3,bosnian war|church|emaciation|soldier|violence,,
2891,Brad Anderson,Crime|Thriller,Michael Imperioli,The Call ,6.7,911 operator|calling 911|die hard scenario|head held underwater|white villain,,
2893,John Stainton,Action|Adventure|Comedy|Family,Steve Irwin,The Crocodile Hunter: Collision Course ,5.4,cia|crocodile|satellite|snake|spider,,
2894,Glenn Ficarra,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris ,6.6,character name in title|con artist|fraud|gay|prison break,,
2895,Jean-Jacques Annaud,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,7.4,fire|prehistoric times|primitive|tribe|trio,,
2896,Denzel Washington,Biography|Drama,Denzel Washington,Antwone Fisher ,7.3,black american|extortion|navy|psychiatrist|sailor,,
